Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Region,Country,Sales Amount,Quantity,Unit Price,Discount,Profit,Cost,Shipping Cost,Payment Method,Invoice Status,Return Status,Shipping Date,Delivery Status
ORD0107,2022-07-22,202bb9ac-02a4-416c-82d9-e63eafa90875,Anthony Ward,PRD2162,Rice,Groceries,Rice,South,UK,4821.61,10,610.33,0.21,1268.28,3553.33,11.19,UPI,Paid,Returned,2022-07-24,Delayed
ORD0108,2024-07-01,c9ddeaef-7577-4419-a97e-015bb5596c42,Claudia Ferguson,PRD5778,Board Game,Toys,Board Game,North,Germany,235.44,1,267.54,0.12,73.57,161.87,25.11,UPI,Pending,Returned,2024-07-03,Delayed
ORD0109,2023-03-06,255223db-59b8-4975-ac19-cc67a69451a8,Justin Jarvis,PRD2826,Board Game,Toys,Board Game,North,USA,2079.45,4,535.94,0.03,814.01,1265.44,36.52,Net Banking,Paid,Returned,2023-03-16,In Transit
ORD0110,2021-01-15,604bcb3a-664a-4053-abd5-f089267bd2f6,Amy Ponce,PRD7061,Table,Furniture,Table,East,USA,8056.42,9,994.62,0.1,2786.62,5269.8,17.33,Cash on Delivery,Unpaid,Returned,2021-01-23,Delivered
ORD0111,2021-03-02,4ccc6832-7238-4ec0-849c-82a16253c3c0,Tiffany Hernandez,PRD7782,Action Figure,Toys,Action Figure,North,UK,2818.6,4,819.36,0.14,993.75,1824.85,27.41,UPI,Paid,Not Returned,2021-03-04,Delivered
ORD0112,2024-09-20,8e6b3d8d-d303-48c7-9233-e31e20baf62c,Sharon Downs,PRD6616,Shirt,Clothing,Shirt,East,UK,1509.56,6,270.53,0.07,526.81,982.75,20.12,Cash on Delivery,Pending,Returned,2024-09-27,Delayed
ORD0113,2021-11-24,0b2aa38d-4842-4b45-86a3-08855253ba23,Anne Lara,PRD2431,Doll,Toys,Doll,South,India,1732.18,6,313.8,0.08,592.72,1139.46,33.94,Cash on Delivery,Pending,Not Returned,2021-11-28,Delayed
ORD0114,2023-10-26,540956d9-0e55-4b45-b127-3dbe3881ce91,Jacqueline Collins,PRD5299,Chair,Furniture,Chair,East,UK,3449.86,4,991.34,0.13,1156.22,2293.64,20.12,Cash on Delivery,Paid,Returned,2023-10-28,Delivered
ORD0115,2022-08-18,2ebcc2b6-0aca-4efd-98a7-d35d7f8726b8,Adriana Williams,PRD8015,Puzzle,Toys,Puzzle,South,USA,6120.21,10,774.71,0.21,1921.45,4198.76,49.72,Cash on Delivery,Unpaid,Not Returned,2022-08-26,Delayed
ORD0116,2020-07-29,625dc6cf-c89c-4ab1-a6ce-2d2a1dac3273,Kristen Carter DDS,PRD8651,Rice,Groceries,Rice,South,India,2118.15,7,332.52,0.09,418.8,1699.35,24.76,UPI,Paid,Not Returned,2020-07-31,Delayed
ORD0117,2021-09-29,5fe54cb3-8e83-4e5f-af92-78f8b983fa35,Suzanne Lee,PRD9715,Oil,Groceries,Oil,West,USA,838.03,1,901.11,0.07,168.21,669.82,12.33,Net Banking,Paid,Not Returned,2021-10-09,In Transit
ORD0118,2024-12-03,75c897f8-82ca-42cc-94f7-8360b5b63ccf,Reginald Peterson,PRD9663,Chair,Furniture,Chair,East,Germany,3857.76,8,541.82,0.11,1012.86,2844.9,49.58,Cash on Delivery,Unpaid,Returned,2024-12-06,In Transit
ORD0119,2023-05-14,23120eb4-4ec5-4910-80c2-978e1e92957b,Troy Ballard,PRD2923,Rice,Groceries,Rice,North,Germany,2042.1,8,344.95,0.26,399.64,1642.46,33.98,Net Banking,Pending,Returned,2023-05-21,Delivered
ORD0120,2019-09-26,cfe3e323-516b-46fd-877d-55f7bbb259a1,Jerry Todd,PRD5192,Laptop,Electronics,Laptop,West,USA,4071.42,8,636.16,0.2,696.91,3374.51,43.63,Net Banking,Paid,Returned,2019-09-29,Delayed
ORD0121,2024-11-15,9bd5001c-efbe-455b-bc93-01219c0850e0,Angela Berry,PRD1742,Laptop,Electronics,Laptop,South,India,338.58,2,171.0,0.01,89.06,249.52,48.61,Net Banking,Unpaid,Returned,2024-11-24,Delayed
ORD0122,2023-05-09,a7c8d0fc-3e94-4915-a48b-d39ab6763126,Matthew Thompson,PRD1419,Sofa,Furniture,Sofa,South,UK,749.08,1,936.35,0.2,168.74,580.34,16.34,Credit Card,Pending,Returned,2023-05-13,Delivered
ORD0123,2020-10-18,c0dc9df4-e1e2-4170-9661-1ddbdcbdebf5,Jeffery Hall,PRD3108,Chair,Furniture,Chair,East,USA,3379.17,8,454.19,0.07,1235.07,2144.1,22.14,UPI,Unpaid,Returned,2020-10-24,Delayed
ORD0124,2024-09-14,b9c18c51-24b3-4ba3-bb3f-db3f44759678,Cristina Rose,PRD6617,Rice,Groceries,Rice,West,Australia,6714.68,10,945.73,0.29,2525.8,4188.88,31.11,UPI,Paid,Returned,2024-09-18,Delayed
ORD0125,2021-09-12,05896c51-1e65-45fd-87b4-1397cfb21f87,Todd Osborne,PRD1582,Shirt,Clothing,Shirt,West,Germany,2963.61,10,329.29,0.1,567.65,2395.96,10.78,Cash on Delivery,Unpaid,Returned,2021-09-13,Delayed
ORD0126,2020-06-15,37ba05f6-7a23-45a9-8c85-440db9a44761,Ana Riley,PRD7252,Shirt,Clothing,Shirt,North,Australia,2203.11,4,618.85,0.11,406.97,1796.14,41.23,Net Banking,Pending,Not Returned,2020-06-19,In Transit
ORD0127,2022-09-10,47e2a2e5-b960-4bf6-b283-8934b7e45e2e,Robert Bennett,PRD7722,Oil,Groceries,Oil,North,India,6086.76,7,988.11,0.12,1063.7,5023.06,44.72,Cash on Delivery,Paid,Not Returned,2022-09-12,In Transit
ORD0128,2019-08-29,2b22677d-32ef-451f-a723-143f127f9f1a,Courtney Palmer,PRD7160,Rice,Groceries,Rice,West,Australia,7596.54,9,844.06,0.0,2046.26,5550.28,31.85,Credit Card,Pending,Not Returned,2019-08-30,In Transit
ORD0129,2021-03-13,0a546466-69fd-4e9c-85cc-85956c558e60,Samuel Kaiser,PRD8546,Snacks,Groceries,Snacks,North,India,1414.51,2,729.13,0.03,267.65,1146.86,7.16,Cash on Delivery,Pending,Not Returned,2021-03-23,In Transit
ORD0130,2021-05-24,4c750582-cb7c-4be5-8aed-8bc22e2bb8fc,Steven Huff,PRD8030,Bookshelf,Furniture,Bookshelf,West,Australia,2496.56,4,810.57,0.23,948.22,1548.34,46.92,Net Banking,Unpaid,Returned,2021-05-31,Delivered
ORD0131,2019-06-16,4cb923f2-b0a2-495c-9c99-291767305821,Eric Gould,PRD5899,Board Game,Toys,Board Game,South,Australia,2462.13,6,455.95,0.1,351.98,2110.15,40.01,UPI,Pending,Not Returned,2019-06-22,Delivered
ORD0132,2020-02-10,b8316801-739b-4964-9c89-59e759f45264,Lauren Trujillo,PRD6574,Spices,Groceries,Spices,North,Germany,1409.76,3,602.46,0.22,473.45,936.31,36.88,Cash on Delivery,Paid,Returned,2020-02-12,Delivered
ORD0133,2022-11-15,388613aa-a67a-4ecd-beba-90620e9a7a19,Steve Matthews,PRD2328,Smartwatch,Electronics,Smartwatch,South,USA,5017.04,8,895.9,0.3,1820.47,3196.57,38.63,Cash on Delivery,Pending,Not Returned,2022-11-24,In Transit
ORD0134,2024-03-27,2ba45dc3-a32f-436e-9902-88dfa5e78fbf,Jared Blevins,PRD2543,Bookshelf,Furniture,Bookshelf,West,India,3377.57,4,907.95,0.07,900.69,2476.88,39.76,Cash on Delivery,Unpaid,Not Returned,2024-04-03,Delivered
ORD0135,2021-07-06,bdc02c0e-642a-4b62-ad3f-c4f2aaee8c9e,Brian Garrett,PRD7171,Snacks,Groceries,Snacks,West,Australia,4966.44,9,777.22,0.29,1274.83,3691.61,40.2,Credit Card,Pending,Returned,2021-07-07,Delivered
ORD0136,2021-08-13,3672e438-b28f-4240-9511-698713c2d2b8,Erica Ponce,PRD8590,Shirt,Clothing,Shirt,North,USA,314.28,1,413.53,0.24,112.0,202.28,13.81,Net Banking,Paid,Returned,2021-08-15,Delayed
ORD0137,2020-10-28,f62834dc-220d-4f1b-b089-ca760ebd3836,Edward Compton,PRD3960,Sofa,Furniture,Sofa,West,UK,462.59,3,202.89,0.24,79.25,383.34,5.85,Net Banking,Unpaid,Returned,2020-11-07,Delayed
ORD0138,2020-09-20,5a4e2dd3-c470-4eec-b4dc-4dbf7538a4b9,Edward Burnett,PRD3521,Rice,Groceries,Rice,West,Australia,3049.16,7,458.52,0.05,315.53,2733.63,38.37,UPI,Paid,Not Returned,2020-09-26,Delivered
ORD0139,2022-04-11,ebc8b8c3-7799-43f2-ad4c-ea97bdcfa91e,Abigail Perez,PRD8790,Doll,Toys,Doll,West,India,207.92,2,108.29,0.04,80.58,127.34,11.98,Net Banking,Pending,Returned,2022-04-13,In Transit
ORD0140,2020-09-20,68645dd8-4f12-4971-a3ef-5fe45aa629d8,Cassandra Andrews,PRD1720,Bookshelf,Furniture,Bookshelf,West,USA,2739.38,4,769.49,0.11,425.67,2313.71,35.06,Credit Card,Unpaid,Returned,2020-09-29,Delayed
ORD0141,2024-07-11,21e9bd48-7a7f-4a78-91af-0cdf1c52b1dc,William Dillon,PRD4008,Jeans,Clothing,Jeans,West,USA,55.17,1,77.7,0.29,20.59,34.58,24.93,Cash on Delivery,Pending,Not Returned,2024-07-15,Delayed
ORD0142,2022-10-29,0b4d6690-f6dd-4c91-bd56-878482365fa0,William Dixon,PRD3700,Bookshelf,Furniture,Bookshelf,North,Germany,3251.23,10,457.92,0.29,1061.46,2189.77,23.54,Credit Card,Unpaid,Not Returned,2022-11-08,Delivered
ORD0143,2019-12-03,8a024d49-de8c-4352-90ec-4590525e777e,Todd Woodard,PRD6392,Jeans,Clothing,Jeans,East,USA,255.34,3,97.83,0.13,61.7,193.64,38.92,Cash on Delivery,Paid,Returned,2019-12-10,In Transit
ORD0144,2024-05-16,fe808785-14bc-4779-9318-bd39e71bdb98,Cody Elliott,PRD9686,Oil,Groceries,Oil,South,India,305.64,6,69.78,0.27,60.32,245.32,21.58,Credit Card,Unpaid,Not Returned,2024-05-20,In Transit
ORD0145,2023-03-20,335c86e7-869a-46ff-a00d-a5adcb483446,Brian Fernandez,PRD9074,Jacket,Clothing,Jacket,South,Australia,3757.58,7,679.49,0.21,549.19,3208.39,49.06,Cash on Delivery,Paid,Not Returned,2023-03-26,Delivered
ORD0146,2021-08-10,7cd4d62e-3427-4a29-b617-39b5fc652695,Holly Cooper,PRD9733,Doll,Toys,Doll,East,India,123.8,3,49.72,0.17,44.87,78.93,42.15,Credit Card,Paid,Not Returned,2021-08-14,In Transit
ORD0147,2023-05-20,a3327e94-04a6-48bb-90f2-e747113ac48c,Jennifer Farmer,PRD2182,Jacket,Clothing,Jacket,North,UK,1842.41,2,959.59,0.04,731.3,1111.11,42.86,Net Banking,Paid,Not Returned,2023-05-29,In Transit
ORD0148,2019-01-04,590205b5-43eb-4619-9f99-287c2c1e823f,Russell Gutierrez,PRD1846,Laptop,Electronics,Laptop,West,UK,1927.33,7,367.11,0.25,717.0,1210.33,27.07,UPI,Paid,Returned,2019-01-12,Delivered
ORD0149,2024-03-23,af3042bd-a046-44b4-a513-b15fbcb53278,Kirk Stevenson,PRD7316,Oil,Groceries,Oil,North,India,997.25,5,212.18,0.06,325.8,671.45,9.79,UPI,Paid,Not Returned,2024-03-27,Delivered
ORD0150,2020-11-26,d0c30518-2955-438f-887d-173a48c0a15b,Joseph Rowe,PRD8891,Oil,Groceries,Oil,North,USA,4161.48,8,591.12,0.12,1002.79,3158.69,16.73,Net Banking,Pending,Returned,2020-12-03,Delivered
ORD0151,2022-10-20,d642bd0d-264c-4168-99e3-d43bfc4c3f05,Patricia Brown,PRD2296,Snacks,Groceries,Snacks,West,India,1643.8,3,637.13,0.14,464.24,1179.56,13.07,Cash on Delivery,Unpaid,Returned,2022-10-24,Delivered
ORD0152,2024-01-23,13786de9-9de6-4b8f-ba47-a211a5f7b6c4,Loretta Evans,PRD6876,Board Game,Toys,Board Game,South,India,7746.75,10,860.75,0.1,1416.73,6330.02,38.97,Cash on Delivery,Paid,Returned,2024-01-28,Delivered
ORD0153,2020-01-31,b3e027b4-6f0c-4006-9704-c4081def3f37,Brian Hanson,PRD9547,Oil,Groceries,Oil,North,Germany,193.91,5,51.03,0.24,36.9,157.01,47.48,Cash on Delivery,Unpaid,Returned,2020-02-08,Delivered
ORD0154,2022-07-23,2c8d0edc-808c-4219-ba56-2ad95c41aa6e,Douglas Salazar,PRD8106,Smartwatch,Electronics,Smartwatch,North,UK,242.28,4,81.85,0.26,88.76,153.52,32.4,Credit Card,Unpaid,Not Returned,2022-07-25,In Transit
ORD0155,2019-08-17,803ccf39-9ce8-45af-9422-d5afea9653c2,James Navarro,PRD7151,Board Game,Toys,Board Game,West,Germany,2097.38,3,751.75,0.07,395.67,1701.71,5.34,Net Banking,Unpaid,Not Returned,2019-08-24,In Transit
ORD0156,2021-07-16,bb3c9ebe-f8a4-414f-9274-57381a1b4a4f,Shawna Peck,PRD3468,Sofa,Furniture,Sofa,North,Germany,5889.58,8,791.61,0.07,1194.22,4695.36,48.89,UPI,Paid,Returned,2021-07-22,Delivered
ORD0157,2024-09-22,2e305a56-48e0-4608-9a0f-48473d08348f,Rebecca Perez,PRD4052,Jeans,Clothing,Jeans,North,Australia,2650.59,3,992.73,0.11,413.31,2237.28,20.46,UPI,Pending,Returned,2024-09-28,Delivered
ORD0158,2021-08-31,39e5bcac-f637-46f7-acf0-810980d7204d,Nicholas Hughes,PRD5310,Laptop,Electronics,Laptop,North,India,1325.69,6,223.18,0.01,139.92,1185.77,23.68,Net Banking,Pending,Returned,2021-09-03,Delivered
ORD0159,2023-08-28,6b872307-59ff-4eaf-ba84-9f53885df047,Cindy Adams,PRD8059,Action Figure,Toys,Action Figure,South,UK,2816.86,8,434.7,0.19,1052.9,1763.96,18.14,UPI,Pending,Returned,2023-08-29,Delivered
ORD0160,2022-02-19,730a84c3-35f7-4db8-843d-c994331f94d1,Jeremiah Richardson,PRD1254,Sofa,Furniture,Sofa,North,India,598.96,5,161.88,0.26,61.4,537.56,28.04,UPI,Paid,Not Returned,2022-02-24,Delayed
ORD0161,2020-09-17,f7c8d6bc-47a7-4dc8-9194-e40221138e89,Bradley Simpson,PRD8155,Action Figure,Toys,Action Figure,West,UK,434.34,4,135.73,0.2,58.24,376.1,27.54,Cash on Delivery,Unpaid,Not Returned,2020-09-22,Delayed
ORD0162,2019-07-07,838c1d34-12ed-435e-8c97-275403da522b,Kimberly Thompson,PRD3097,Snacks,Groceries,Snacks,West,Germany,5563.52,7,913.55,0.13,1416.01,4147.51,22.78,Net Banking,Unpaid,Returned,2019-07-12,Delayed
ORD0163,2023-08-24,6e9844d7-66ff-4913-b0d0-5cae10aa89c9,Rebecca Harvey,PRD3245,Action Figure,Toys,Action Figure,West,Germany,3296.01,5,867.37,0.24,1050.45,2245.56,46.14,Cash on Delivery,Pending,Not Returned,2023-09-02,Delayed
ORD0164,2024-03-10,897ca223-7dbe-49e4-8db7-a632f1c63e11,Jaime Jones,PRD1716,Snacks,Groceries,Snacks,North,Australia,1548.21,5,360.05,0.14,316.53,1231.68,28.57,Cash on Delivery,Pending,Returned,2024-03-13,Delayed
ORD0165,2022-01-06,c7af3352-e2ff-4741-a385-504513d6bacb,Robert Rios,PRD8320,Board Game,Toys,Board Game,East,UK,2192.19,10,300.3,0.27,605.43,1586.76,15.07,UPI,Paid,Not Returned,2022-01-10,In Transit
ORD0166,2024-06-30,96a19331-167d-4d7c-af5d-7de74f5da093,Alexis Erickson,PRD3258,Bookshelf,Furniture,Bookshelf,South,UK,3076.02,6,582.58,0.12,1196.54,1879.48,11.22,Cash on Delivery,Unpaid,Returned,2024-07-10,Delayed
ORD0167,2019-01-29,fec19dc2-b19f-4156-b138-32e375dc072e,Dorothy Martin,PRD7281,Puzzle,Toys,Puzzle,South,Germany,5329.74,7,951.74,0.2,1796.21,3533.53,40.04,Net Banking,Pending,Not Returned,2019-02-04,Delayed
ORD0168,2021-10-30,449342ea-2032-42b7-a568-4d59181a669d,Tyler Davis,PRD6255,Bookshelf,Furniture,Bookshelf,South,Germany,532.67,2,359.91,0.26,90.5,442.17,39.95,UPI,Pending,Returned,2021-11-07,Delayed
ORD0169,2020-10-23,1394e31e-0ca0-4511-a18c-cb5ad3e9d486,Lisa Garcia,PRD3742,Shirt,Clothing,Shirt,South,UK,3007.1,5,761.29,0.21,427.44,2579.66,16.93,UPI,Pending,Returned,2020-10-30,Delayed
ORD0170,2021-04-09,6d9c6b49-dd94-4cad-81a4-d018dc9582c0,Paula Todd,PRD8649,Smartphone,Electronics,Smartphone,West,India,2404.22,5,579.33,0.17,316.2,2088.02,46.84,UPI,Paid,Not Returned,2021-04-17,Delivered
ORD0171,2019-03-03,1db339f3-11ae-42e3-9a15-9eca030b4d87,Amy Jones,PRD8629,Chair,Furniture,Chair,South,Australia,3920.57,7,777.89,0.28,1393.44,2527.13,12.76,UPI,Unpaid,Returned,2019-03-12,In Transit
ORD0172,2020-07-19,c8a5f5ea-bb12-4849-b84a-c06ecbf3a4a3,Brian Bell,PRD6739,Snacks,Groceries,Snacks,West,India,4372.67,9,490.76,0.01,1235.64,3137.03,19.01,UPI,Pending,Not Returned,2020-07-25,Delivered
ORD0173,2024-04-27,dac3492e-f055-4c21-bc1c-70babad7d5b8,Nicole Pena,PRD3149,Smartwatch,Electronics,Smartwatch,North,Australia,7444.26,9,844.02,0.02,1959.61,5484.65,24.21,Credit Card,Paid,Not Returned,2024-05-05,In Transit
ORD0174,2020-02-04,dd5fe271-82e4-4b80-ba38-710df843fd48,Tyler Nichols,PRD6323,Spices,Groceries,Spices,South,UK,3705.31,10,398.42,0.07,786.11,2919.2,13.03,Credit Card,Pending,Not Returned,2020-02-13,Delayed
ORD0175,2023-02-19,bb8fb0b8-48c0-4153-b802-899d16a670cf,Michael Jacobs,PRD6608,Spices,Groceries,Spices,North,USA,3225.78,8,485.81,0.17,1163.69,2062.09,12.83,UPI,Pending,Not Returned,2023-02-20,Delivered
ORD0176,2020-01-20,23d453f0-6fbb-4e2c-822f-fae3dbd73768,Dean Williams,PRD5008,Doll,Toys,Doll,East,Germany,816.44,6,194.39,0.3,321.3,495.14,23.36,Credit Card,Paid,Returned,2020-01-22,Delivered
ORD0177,2023-12-08,bcd989d2-9eca-473c-8ef8-60de78532828,Emily Stark,PRD7229,Spices,Groceries,Spices,South,UK,501.54,1,527.94,0.05,137.84,363.7,36.83,Credit Card,Pending,Returned,2023-12-16,Delivered
ORD0178,2023-03-11,d3e13ed4-2789-4836-b567-b37d92376661,Melanie Jenkins,PRD9862,Shirt,Clothing,Shirt,West,India,2504.63,8,423.08,0.26,685.53,1819.1,12.33,Cash on Delivery,Pending,Returned,2023-03-21,Delivered
ORD0179,2024-11-14,040a718d-c266-4d42-9ab9-6e991eb344e5,Susan Crawford,PRD1465,Puzzle,Toys,Puzzle,South,India,296.55,1,361.65,0.18,83.28,213.27,11.09,Cash on Delivery,Unpaid,Not Returned,2024-11-22,Delivered
ORD0180,2020-07-26,f0085f15-8842-403c-a096-bbbf118f2e9a,Amber Tucker,PRD9841,Spices,Groceries,Spices,South,India,3381.77,7,492.97,0.02,959.21,2422.56,47.77,Net Banking,Pending,Not Returned,2020-07-30,Delivered
ORD0181,2020-05-28,b7a1d61d-5f69-40dc-9235-f179b7c9334b,Deanna Jackson,PRD4983,Snacks,Groceries,Snacks,East,Australia,4813.85,9,600.98,0.11,513.08,4300.77,16.0,UPI,Pending,Returned,2020-06-02,Delivered
ORD0182,2024-02-25,ba45b034-ad94-4019-9467-fc2ad1352042,Nicholas Cameron,PRD7687,Smartwatch,Electronics,Smartwatch,West,UK,2775.07,5,740.02,0.25,848.55,1926.52,39.11,Credit Card,Pending,Returned,2024-02-26,In Transit
ORD0183,2022-01-01,d29d53c6-595a-4e2e-9613-06b4d28a04a7,Alejandro Day,PRD3198,Laptop,Electronics,Laptop,South,UK,2010.51,7,404.53,0.29,785.57,1224.94,28.61,Net Banking,Unpaid,Returned,2022-01-10,In Transit
ORD0184,2023-07-04,c78782cc-a755-48b1-b6ec-6b74b7ba1d7c,Mary Turner,PRD1008,Board Game,Toys,Board Game,North,India,452.64,1,637.52,0.29,164.07,288.57,25.65,Net Banking,Unpaid,Not Returned,2023-07-11,Delivered
ORD0185,2021-02-06,06a2e908-7060-4404-867c-45d63dc2e5af,Johnny Parrish,PRD8549,Doll,Toys,Doll,East,USA,4894.41,6,948.53,0.14,1668.83,3225.58,6.88,Net Banking,Pending,Returned,2021-02-15,Delayed
ORD0186,2021-05-31,0c184b17-80f3-4f45-aa91-b3f12efbe3a3,Robert Jenkins,PRD3179,Smartphone,Electronics,Smartphone,North,Australia,1552.0,5,431.11,0.28,485.19,1066.81,13.55,Credit Card,Pending,Not Returned,2021-06-04,Delayed
ORD0187,2022-09-05,14cad547-b698-4bf5-b5da-b73785910fde,Kevin Harmon,PRD4892,Action Figure,Toys,Action Figure,West,USA,2107.35,9,234.15,0.0,769.66,1337.69,45.62,Credit Card,Paid,Not Returned,2022-09-08,Delivered
ORD0188,2020-05-04,f628e668-0361-4c48-8406-e3c8569248d8,Timothy Oneill,PRD8646,Sofa,Furniture,Sofa,West,Australia,218.47,1,232.41,0.06,25.68,192.79,12.63,Cash on Delivery,Paid,Not Returned,2020-05-06,Delivered
ORD0189,2022-12-08,266b62bf-ef81-42a5-9701-5609c834ab99,Stephanie Crawford,PRD5348,Jacket,Clothing,Jacket,East,USA,8.72,1,10.26,0.15,1.78,6.94,33.15,UPI,Pending,Returned,2022-12-18,In Transit
ORD0190,2019-12-26,b7107da5-0c29-46cc-9953-139275eec0ad,Natalie Ball,PRD4740,Dress,Clothing,Dress,East,UK,3192.97,6,611.68,0.13,937.65,2255.32,34.95,UPI,Paid,Returned,2020-01-04,Delivered
ORD0191,2022-01-28,3e238d88-fd52-4c61-992e-93952c0ddfdd,Toni Roy,PRD3606,Jeans,Clothing,Jeans,South,Germany,3244.33,4,943.12,0.14,410.76,2833.57,28.9,Cash on Delivery,Paid,Returned,2022-02-05,Delayed
ORD0192,2022-05-11,8efefb81-36ae-4e24-825f-3052017ca09b,Mikayla Petersen,PRD5470,Smartwatch,Electronics,Smartwatch,West,Germany,667.48,1,814.0,0.18,139.54,527.94,42.47,UPI,Pending,Not Returned,2022-05-19,In Transit
ORD0193,2021-09-21,a5ec2250-1dab-4fb5-bdb7-7add9e79f804,Megan Meyer,PRD4816,Action Figure,Toys,Action Figure,South,Australia,6520.35,10,758.18,0.14,1651.47,4868.88,12.14,UPI,Pending,Returned,2021-10-01,Delivered
ORD0194,2019-06-20,9bfa1a09-6f9a-42e9-873f-88539caaf1a7,Angela Ramos,PRD3077,Jacket,Clothing,Jacket,South,Australia,858.79,3,357.83,0.2,237.79,621.0,44.97,Credit Card,Pending,Not Returned,2019-06-26,Delayed
ORD0195,2021-02-25,db65cd98-1b86-4a21-b9e9-5023aa87f07c,Elaine Cummings,PRD6437,Smartwatch,Electronics,Smartwatch,West,India,1457.04,4,367.94,0.01,197.65,1259.39,25.78,Cash on Delivery,Unpaid,Returned,2021-03-04,Delivered
ORD0196,2024-01-10,ce0e1069-49b2-4891-9581-fec213b17120,Jordan Brown,PRD8042,Headphones,Electronics,Headphones,North,UK,537.72,3,210.87,0.15,184.47,353.25,30.98,UPI,Paid,Not Returned,2024-01-14,Delayed
ORD0197,2023-06-02,9fc6e6fb-966b-4ba2-8c23-d923b6c1c899,Craig Kirk,PRD3042,Table,Furniture,Table,West,India,1449.22,4,385.43,0.06,232.22,1217.0,39.93,UPI,Paid,Not Returned,2023-06-03,In Transit
ORD0198,2019-12-16,61689d2b-e0d9-4fbc-88b2-3c840a57decb,Elizabeth Evans,PRD6321,Smartwatch,Electronics,Smartwatch,South,UK,4733.78,10,666.73,0.29,1572.68,3161.1,21.7,UPI,Pending,Not Returned,2019-12-22,Delayed
ORD0199,2023-06-24,37c6d5d9-29d2-4b6c-a2ab-0590b7873a35,Kevin Nolan,PRD7882,Smartphone,Electronics,Smartphone,East,Australia,1915.73,4,684.19,0.3,717.23,1198.5,46.93,UPI,Unpaid,Not Returned,2023-07-01,Delayed
ORD0200,2019-03-29,5bb2c900-78f5-404f-abd3-a7048402b973,Brandy Wolfe,PRD4068,Laptop,Electronics,Laptop,West,USA,2782.08,10,309.12,0.1,792.02,1990.06,15.9,UPI,Paid,Returned,2019-03-31,In Transit
ORD0201,2023-06-13,a7e374a2-3aad-476f-aa09-9c7d72ef190a,William Mullins,PRD9848,Jeans,Clothing,Jeans,South,Australia,1012.82,4,284.5,0.11,105.44,907.38,45.8,UPI,Pending,Not Returned,2023-06-17,Delayed
ORD0202,2021-05-08,28c58bf0-5b7c-402d-8ff0-0cd7970681fb,Megan Rowe,PRD6773,Action Figure,Toys,Action Figure,North,Australia,2738.35,5,702.14,0.22,390.63,2347.72,14.63,Net Banking,Unpaid,Returned,2021-05-10,Delivered
ORD0203,2021-01-08,4b2c762a-f9e0-43dd-8a30-6bdcf7f04246,Mark Mullins,PRD2872,Bookshelf,Furniture,Bookshelf,West,Germany,8852.2,10,885.22,0.0,3509.0,5343.2,12.57,UPI,Unpaid,Not Returned,2021-01-15,In Transit
ORD0204,2020-05-28,d31533a1-ebac-4db4-8b94-ca8a4fd86333,Lacey Miller,PRD9646,Jacket,Clothing,Jacket,North,Australia,1258.15,4,378.96,0.17,460.74,797.41,43.85,Net Banking,Paid,Returned,2020-06-06,Delivered
ORD0205,2023-03-30,9bc5d453-63bd-4153-9326-bf8e2eaeff7c,Juan Henry,PRD6953,Puzzle,Toys,Puzzle,West,Germany,585.26,9,89.08,0.27,188.27,396.99,45.36,Credit Card,Pending,Not Returned,2023-04-04,Delayed
ORD0206,2023-05-21,3c5ed5ee-b3b7-47b7-bced-f0880846ecb4,Lindsay Hall,PRD3227,Sofa,Furniture,Sofa,West,India,1054.54,3,456.51,0.23,110.16,944.38,34.23,Credit Card,Pending,Returned,2023-05-27,Delayed
ORD0207,2020-06-05,368e3407-f4fc-49ac-9920-c994c376dc85,Becky Turner,PRD3531,Puzzle,Toys,Puzzle,North,Australia,7412.33,9,992.28,0.17,1817.99,5594.34,14.86,Credit Card,Pending,Not Returned,2020-06-09,Delayed
ORD0208,2022-06-06,51b2ff2a-1815-47b3-9ad9-b47bede779d2,Cynthia Smith,PRD6740,Spices,Groceries,Spices,East,UK,4022.94,8,688.86,0.27,910.44,3112.5,44.23,UPI,Paid,Returned,2022-06-08,Delivered
ORD0209,2024-12-03,fb5e9b9d-b7ce-4789-8027-1506963660bb,Kristen Austin,PRD9934,Dress,Clothing,Dress,West,UK,269.01,4,79.12,0.15,92.47,176.54,41.7,Credit Card,Pending,Not Returned,2024-12-13,In Transit
ORD0210,2024-10-21,d3d81d04-cfa9-4b5f-b789-66def0ec582a,Betty Contreras,PRD2587,Headphones,Electronics,Headphones,South,UK,73.06,2,38.05,0.04,21.15,51.91,25.17,Net Banking,Pending,Not Returned,2024-10-31,In Transit
ORD0211,2019-12-20,0f9ba0ef-3786-4eb6-bb65-fdefb0af5312,David Ortiz,PRD4143,Oil,Groceries,Oil,North,UK,705.0,8,112.98,0.22,136.09,568.91,14.87,Credit Card,Paid,Not Returned,2019-12-26,Delayed
ORD0212,2022-08-21,1d6c6532-5808-4d8b-a7af-69090832a361,Haley Wright,PRD7486,Oil,Groceries,Oil,West,Australia,6024.68,8,896.53,0.16,679.23,5345.45,30.56,Credit Card,Unpaid,Not Returned,2022-08-27,In Transit
